,Type,Price,Location,Baths,Area,Beds
5373,House,PKR1.5 Lakh,"Askari, Lahore, Punjab",4,1 Kanal,4
5374,Room,PKR13 Thousand,"Raiwind Road, Lahore, Punjab",1,2 Marla,1
5375,Lower Portion,PKR1 Lakh,"DHA Defence, Lahore, Punjab",2,1 Kanal,2
5376,Upper Portion,PKR32 Thousand,"Bahria Town, Lahore, Punjab",2,5 Marla,2
5377,House,PKR55 Thousand,"Bahria Town, Lahore, Punjab",4,5 Marla,3
5378,Upper Portion,PKR55 Thousand,"Raiwind Road, Lahore, Punjab",3,1 Kanal,3
5379,Upper Portion,PKR45 Thousand,"LDA Avenue, Lahore, Punjab",2,10 Marla,2
5380,Lower Portion,PKR48 Thousand,"LDA Avenue, Lahore, Punjab",-,10 Marla,-
5381,House,PKR1.8 Lakh,"LDA Avenue, Lahore, Punjab",-,1 Kanal,-
5382,House,PKR1.6 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
5383,Upper Portion,PKR70 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5384,House,PKR75 Thousand,"Garden Town, Lahore, Punjab",4,5 Marla,3
5385,Upper Portion,PKR45 Thousand,"Faisal Town, Lahore, Punjab",3,10 Marla,3
5386,House,PKR1.25 Lakh,"Bahria Town, Lahore, Punjab",5,10 Marla,5
5387,Upper Portion,PKR90 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5388,House,PKR65 Thousand,"Bahria Town, Lahore, Punjab",4,8 Marla,4
5389,Flat,PKR22 Thousand,"Bahria Town, Lahore, Punjab",1,3 Marla,1
5390,House,PKR57 Thousand,"Allama Iqbal Town, Lahore, Punjab",3,5 Marla,3
5391,Room,PKR35 Thousand,"Cavalry Ground, Lahore, Punjab",-,1 Marla,-
5392,House,PKR3.5 Lakh,"Main Canal Bank Road, Lahore, Punjab",-,1 Kanal,-
5393,House,PKR20 Thousand,"Audit & Accounts Housing Society, Lahore, Punjab",-,4 Marla,-
5394,House,PKR45 Thousand,"Johar Town, Lahore, Punjab",4,3 Marla,3
5395,House,PKR55 Thousand,"Bahria Town, Lahore, Punjab",4,6 Marla,3
5396,Upper Portion,PKR45 Thousand,"Punjab Coop Housing Society, Lahore, Punjab",-,10 Marla,-
5397,Lower Portion,PKR28 Thousand,"Jubilee Town, Lahore, Punjab",2,5 Marla,1
5398,Flat,PKR20 Thousand,"Pak Arab Housing Society, Lahore, Punjab",-,3 Marla,-
5399,House,PKR55 Thousand,"Allama Iqbal Town, Lahore, Punjab",3,5 Marla,3
5400,Flat,PKR25 Thousand,"Pak Arab Housing Society, Lahore, Punjab",-,5 Marla,-
5401,House,PKR2.8 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
5402,Upper Portion,PKR35 Thousand,"Jubilee Town, Lahore, Punjab",2,7 Marla,2
5403,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
5404,House,PKR57 Thousand,"Bahria Town, Lahore, Punjab",4,5 Marla,3
5405,Upper Portion,PKR53 Thousand,"Raiwind Road, Lahore, Punjab",4,1 Kanal,4
5406,Upper Portion,PKR32 Thousand,"Raiwind Road, Lahore, Punjab",3,10 Marla,3
5407,House,PKR38 Thousand,"Raiwind Road, Lahore, Punjab",3,10 Marla,2
5408,Upper Portion,PKR38 Thousand,"Bahria Town, Lahore, Punjab",4,8 Marla,3
5409,House,PKR2.8 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
5410,Upper Portion,PKR40 Thousand,"LDA Avenue, Lahore, Punjab",2,10 Marla,2
5411,Room,PKR16 Thousand,"LDA Avenue, Lahore, Punjab",1,2.2 Marla,1
5412,House,PKR55 Thousand,"Bahria Town, Lahore, Punjab",3,5 Marla,3
5413,Upper Portion,PKR42 Thousand,"State Life Housing Society, Lahore, Punjab",3,10 Marla,2
5414,Upper Portion,PKR65 Thousand,"Valencia Housing Society, Lahore, Punjab",3,1 Kanal,3
5415,Lower Portion,PKR40 Thousand,"Faisal Town, Lahore, Punjab",2,7 Marla,2
5416,Upper Portion,PKR65 Thousand,"Valencia Housing Society, Lahore, Punjab",3,1 Kanal,3
5417,Lower Portion,PKR35 Thousand,"LDA Avenue, Lahore, Punjab",2,10 Marla,2
5418,Upper Portion,PKR70 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5419,House,PKR65 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
5420,House,PKR2 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
5421,House,PKR70 Thousand,"Bahria Orchard, Lahore, Punjab",7,8 Marla,5
5422,House,PKR85 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
5423,Lower Portion,PKR40 Thousand,"Pak Arab Housing Society, Lahore, Punjab",3,10 Marla,3
5424,House,PKR1.6 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
5425,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",8,1 Kanal,7
5426,House,PKR7 Lakh,"DHA Defence, Lahore, Punjab",7,2 Kanal,6
5427,House,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
5428,House,PKR1.8 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,3
5429,Upper Portion,PKR45 Thousand,"Tariq Gardens, Lahore, Punjab",-,10 Marla,3
5430,Upper Portion,PKR85 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5431,Upper Portion,PKR30 Thousand,"Bahria Town, Lahore, Punjab",3,5 Marla,2
5432,Upper Portion,PKR38 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
5433,Upper Portion,PKR32 Thousand,"Bahria Town, Lahore, Punjab",3,8 Marla,3
5434,Upper Portion,PKR38 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
5435,House,PKR62 Thousand,"Bahria Town, Lahore, Punjab",5,8 Marla,4
5436,Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5437,House,PKR45 Thousand,"Bahria Town, Lahore, Punjab",4,5 Marla,3
5438,House,PKR80 Thousand,"Bahria Town, Lahore, Punjab",5,10 Marla,5
5439,House,PKR63 Thousand,"Bahria Town, Lahore, Punjab",4,8 Marla,4
5440,Flat,PKR36 Thousand,"Bahria Town, Lahore, Punjab",1,3 Marla,1
5441,House,PKR46 Thousand,"Bahria Town, Lahore, Punjab",4,5 Marla,4
5442,Upper Portion,PKR40 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
5443,Flat,PKR89 Thousand,"Askari, Lahore, Punjab",4,11 Marla,3
5444,Upper Portion,PKR65 Thousand,"DHA Defence, Lahore, Punjab",2,1 Kanal,2
5445,Upper Portion,PKR95 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5446,House,PKR95 Thousand,"Bahria Town, Lahore, Punjab",5,10 Marla,5
5447,House,PKR2.55 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
5448,House,PKR1.2 Lakh,"Cantt, Lahore, Punjab",3,10 Marla,4
5449,House,PKR68 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
5450,House,PKR68 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
5451,Upper Portion,PKR50 Thousand,"Askari, Lahore, Punjab",2,12 Marla,2
5452,Upper Portion,PKR80 Thousand,"Bahria Town, Lahore, Punjab",2,10 Marla,2
5453,Lower Portion,PKR30 Thousand,"College Road, Lahore, Punjab",3,5 Marla,2
5454,House,PKR53 Thousand,"Bahria Town, Lahore, Punjab",4,5 Marla,3
5455,House,PKR60 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
5456,Upper Portion,PKR1.05 Lakh,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
5457,House,PKR65 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
5458,House,PKR65 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
5459,Flat,PKR42 Thousand,"Bahria Town, Lahore, Punjab",1,5 Marla,1
5460,House,PKR55 Thousand,"Johar Town, Lahore, Punjab",4,4 Marla,4
5461,Upper Portion,PKR85 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5462,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
5463,House,PKR1.25 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,-
5464,House,PKR3.5 Lakh,"Gulberg, Lahore, Punjab",5,1 Kanal,5
5465,House,PKR4.5 Lakh,"Gulberg, Lahore, Punjab",6,2 Kanal,8
5466,House,PKR2.5 Lakh,"Johar Town, Lahore, Punjab",5,1 Kanal,5
5467,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
5468,House,PKR53 Thousand,"Bahria Town, Lahore, Punjab",3,5 Marla,3
5469,Upper Portion,PKR40 Thousand,"Model Town, Lahore, Punjab",2,6 Marla,2
5470,Lower Portion,PKR15 Thousand,"Shadab Garden, Lahore, Punjab",1,3 Marla,2
5471,Lower Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5472,Lower Portion,PKR28 Thousand,"Model Town, Lahore, Punjab",2,4 Marla,1
5473,Upper Portion,PKR40 Thousand,"Shadab Garden, Lahore, Punjab",3,10 Marla,3
5474,Upper Portion,PKR18 Thousand,"Shadab Garden, Lahore, Punjab",2,3.5 Marla,2
5475,Lower Portion,PKR30 Thousand,"Shadab Garden, Lahore, Punjab",3,5 Marla,3
5476,Lower Portion,PKR25 Thousand,"Shadab Garden, Lahore, Punjab",2,5.5 Marla,1
5477,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5478,House,PKR1.6 Lakh,"Askari, Lahore, Punjab",5,1 Kanal,4
5479,Room,PKR35 Thousand,"Cavalry Ground, Lahore, Punjab",-,1 Marla,-
5480,House,PKR3.5 Lakh,"Main Canal Bank Road, Lahore, Punjab",-,1 Kanal,-
5481,House,PKR20 Thousand,"Audit & Accounts Housing Society, Lahore, Punjab",-,4 Marla,-
5482,House,PKR45 Thousand,"Johar Town, Lahore, Punjab",4,3 Marla,3
5483,House,PKR55 Thousand,"Bahria Town, Lahore, Punjab",4,6 Marla,3
5484,Upper Portion,PKR45 Thousand,"Punjab Coop Housing Society, Lahore, Punjab",-,10 Marla,-
5485,Lower Portion,PKR28 Thousand,"Jubilee Town, Lahore, Punjab",2,5 Marla,1
5486,Flat,PKR20 Thousand,"Pak Arab Housing Society, Lahore, Punjab",-,3 Marla,-
5487,House,PKR55 Thousand,"Allama Iqbal Town, Lahore, Punjab",3,5 Marla,3
5488,Flat,PKR25 Thousand,"Pak Arab Housing Society, Lahore, Punjab",-,5 Marla,-
5489,House,PKR2.8 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
5490,Upper Portion,PKR35 Thousand,"Jubilee Town, Lahore, Punjab",2,7 Marla,2
5491,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
5492,Upper Portion,PKR35 Thousand,"Jubilee Town, Lahore, Punjab",2,7 Marla,2
5493,Upper Portion,PKR35 Thousand,"Jubilee Town, Lahore, Punjab",2,10 Marla,2
5494,House,PKR2.8 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
5495,House,PKR90 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
5496,Upper Portion,PKR45 Thousand,"Wapda Town, Lahore, Punjab",3,10 Marla,3
5497,House,PKR2.25 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
5498,House,PKR2 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,4
5499,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5500,Upper Portion,PKR65 Thousand,"Bahria Town, Lahore, Punjab",2,8 Marla,2
5501,Upper Portion,PKR45 Thousand,"Valencia Housing Society, Lahore, Punjab",3,10 Marla,2
5502,Upper Portion,PKR65 Thousand,"Bahria Town, Lahore, Punjab",2,8 Marla,2
5503,Upper Portion,PKR40 Thousand,"Valencia Housing Society, Lahore, Punjab",2,10 Marla,2
5504,Upper Portion,PKR45 Thousand,"Tariq Gardens, Lahore, Punjab",2,10 Marla,2
5505,Upper Portion,PKR50 Thousand,"OPF Housing Scheme, Lahore, Punjab",3,10 Marla,3
5506,Upper Portion,PKR45 Thousand,"NFC 1, Lahore, Punjab",2,10 Marla,2
5507,Upper Portion,PKR85 Thousand,"OPF Housing Scheme, Lahore, Punjab",4,1 Kanal,4
5508,Lower Portion,PKR55 Thousand,"Valencia Housing Society, Lahore, Punjab",3,10 Marla,2
5509,Flat,PKR34 Thousand,"Bahria Town, Lahore, Punjab",1,3 Marla,1
5510,Flat,PKR48 Thousand,"Bahria Town, Lahore, Punjab",1,3 Marla,1
5511,Flat,PKR95 Thousand,"Bahria Town, Lahore, Punjab",2,5 Marla,2
5512,Upper Portion,PKR25 Thousand,"Bahria Town, Lahore, Punjab",1,7 Marla,1
5513,Upper Portion,PKR27 Thousand,"Bahria Town, Lahore, Punjab",3,5 Marla,3
5514,Flat,PKR35 Thousand,"Bahria Town, Lahore, Punjab",1,3 Marla,1
5515,Upper Portion,PKR45 Thousand,"DHA 11 Rahbar, Lahore, Punjab",3,8 Marla,3
5516,House,PKR61 Thousand,"Bahria Town, Lahore, Punjab",4,8 Marla,4
5517,Upper Portion,PKR45 Thousand,"Tariq Gardens, Lahore, Punjab",-,10 Marla,3
5518,Upper Portion,PKR85 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5519,Upper Portion,PKR30 Thousand,"Bahria Town, Lahore, Punjab",3,5 Marla,2
5520,Upper Portion,PKR38 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
5521,Upper Portion,PKR32 Thousand,"Bahria Town, Lahore, Punjab",3,8 Marla,3
5522,Upper Portion,PKR38 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
5523,House,PKR62 Thousand,"Bahria Town, Lahore, Punjab",5,8 Marla,4
5524,Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5525,House,PKR45 Thousand,"Bahria Town, Lahore, Punjab",4,5 Marla,3
5526,House,PKR80 Thousand,"Bahria Town, Lahore, Punjab",5,10 Marla,5
5527,House,PKR63 Thousand,"Bahria Town, Lahore, Punjab",4,8 Marla,4
5528,Flat,PKR36 Thousand,"Bahria Town, Lahore, Punjab",1,3 Marla,1
5529,House,PKR2.55 Lakh,"DHA Defence, Lahore, Punjab",-,1 Kanal,-
5530,Lower Portion,PKR1.7 Lakh,"DHA Defence, Lahore, Punjab",2,10 Marla,2
5531,House,PKR1.25 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
5532,Upper Portion,PKR70 Thousand,"PCSIR Staff Colony, Lahore, Punjab",3,1 Kanal,3
5533,House,PKR60 Thousand,"Paragon City, Lahore, Punjab",4,5 Marla,3
5534,House,PKR60 Thousand,"Paragon City, Lahore, Punjab",4,5 Marla,3
5535,House,PKR1 Lakh,"Paragon City, Lahore, Punjab",6,10 Marla,5
5536,House,PKR70 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
5537,Upper Portion,PKR1.65 Lakh,"DHA Defence, Lahore, Punjab",3,2 Kanal,3
5538,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5539,House,PKR70 Thousand,"Punjab University Employees Society, Lahore, Punjab",5,5 Marla,4
5540,House,PKR60 Thousand,"Township, Lahore, Punjab",4,5 Marla,4
5541,Upper Portion,PKR25 Thousand,"Green Town Sector D2, Lahore, Punjab",2,5 Marla,2
5542,House,PKR3 Lakh,"Johar Town, Lahore, Punjab",5,1 Kanal,5
5543,House,PKR4.5 Lakh,"TECH Society, Lahore, Punjab",5,1.6 Kanal,5
5544,House,PKR80 Thousand,"Johar Town, Lahore, Punjab",7,5 Marla,6
5545,House,PKR35 Thousand,"Raiwind Road, Lahore, Punjab",4,3 Marla,3
5546,House,PKR1.7 Lakh,"Gulberg, Lahore, Punjab",-,5 Marla,3
5547,House,PKR7.5 Lakh,"Gulberg, Lahore, Punjab",4,2 Kanal,5
5548,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5549,House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5550,Upper Portion,PKR45 Thousand,"Defence Road, Lahore, Punjab",1,10 Marla,1
5551,House,PKR12 Lakh,"Gulberg, Lahore, Punjab",-,4 Kanal,-
5552,House,PKR5.5 Lakh,"Johar Town, Lahore, Punjab",-,1 Kanal,-
5553,Lower Portion,PKR33 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,1
5554,House,PKR2.5 Lakh,"Johar Town, Lahore, Punjab",5,1 Kanal,5
5555,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
5556,House,PKR53 Thousand,"Bahria Town, Lahore, Punjab",3,5 Marla,3
5557,Upper Portion,PKR40 Thousand,"Model Town, Lahore, Punjab",2,6 Marla,2
5558,Lower Portion,PKR15 Thousand,"Shadab Garden, Lahore, Punjab",1,3 Marla,2
5559,Lower Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5560,Lower Portion,PKR28 Thousand,"Model Town, Lahore, Punjab",2,4 Marla,1
5561,Upper Portion,PKR40 Thousand,"Shadab Garden, Lahore, Punjab",3,10 Marla,3
5562,Upper Portion,PKR18 Thousand,"Shadab Garden, Lahore, Punjab",2,3.5 Marla,2
5563,Lower Portion,PKR30 Thousand,"Shadab Garden, Lahore, Punjab",3,5 Marla,3
5564,Lower Portion,PKR25 Thousand,"Shadab Garden, Lahore, Punjab",2,5.5 Marla,1
5565,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5566,House,PKR1.6 Lakh,"Askari, Lahore, Punjab",5,1 Kanal,4
5567,Flat,PKR30 Thousand,"Askari, Lahore, Punjab",2,5 Marla,2
5568,House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
5569,Flat,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",1,3.9 Marla,1
5570,House,PKR2.3 Lakh,"Model Town, Lahore, Punjab",-,1 Kanal,7
5571,House,PKR85 Thousand,"Punjab Govt Employees Society, Lahore, Punjab",5,5 Marla,3
5572,House,PKR90 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
5573,House,PKR1.4 Lakh,"Eden, Lahore, Punjab",4,10 Marla,4
5574,House,PKR2 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
5575,House,PKR1 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
5576,House,PKR80 Thousand,"PIA Housing Scheme, Lahore, Punjab",-,8 Marla,-
5577,House,PKR1.6 Lakh,"Johar Town, Lahore, Punjab",-,1 Kanal,-
5578,House,PKR1.2 Lakh,"PIA Housing Scheme, Lahore, Punjab",5,10 Marla,5
5579,House,PKR1.6 Lakh,"Revenue Society, Lahore, Punjab",5,1 Kanal,5
5580,House,PKR1.6 Lakh,"Architects Engineers Housing Society, Lahore, Punjab",10,1 Kanal,11
5581,House,PKR1.2 Lakh,"Johar Town, Lahore, Punjab",6,10 Marla,5
5582,House,PKR1.6 Lakh,"PCSIR Staff Colony, Lahore, Punjab",6,10 Marla,6
5583,Lower Portion,PKR75 Thousand,"Johar Town, Lahore, Punjab",3,1 Kanal,3
5584,House,PKR1.5 Lakh,"PCSIR Staff Colony, Lahore, Punjab",5,1 Kanal,5
5585,House,PKR2.25 Lakh,"Model Town, Lahore, Punjab",6,1 Kanal,5
5586,Upper Portion,PKR60 Thousand,"DHA Defence, Lahore, Punjab",2,10 Marla,2
5587,House,PKR4.5 Lakh,"Garden Town, Lahore, Punjab",7,2 Kanal,6
5588,Lower Portion,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
5589,Lower Portion,PKR1.4 Lakh,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
5590,House,PKR3.8 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
5591,House,PKR3.1 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
5592,House,PKR2.9 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
5593,Flat,PKR80 Thousand,"Askari, Lahore, Punjab",4,10 Marla,3
5594,House,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",6,10 Marla,5
5595,House,PKR4.5 Lakh,"Gulberg, Lahore, Punjab",7,1 Kanal,6
5596,House,PKR1.6 Lakh,"Askari, Lahore, Punjab",6,1 Kanal,5
5597,House,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,4
5598,Lower Portion,PKR22 Thousand,"Sabzazar Scheme, Lahore, Punjab",-,3.5 Marla,-
5599,Upper Portion,PKR30 Thousand,"Cantt, Lahore, Punjab",2,6 Marla,2
5600,House,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",6,10 Marla,5
5601,Flat,PKR68 Thousand,"Askari, Lahore, Punjab",4,10 Marla,3
5602,Upper Portion,PKR35 Thousand,"State Life Housing Society, Lahore, Punjab",2,5 Marla,2
5603,Flat,PKR50 Thousand,"Bahria Town, Lahore, Punjab",1,2.9 Marla,1
5604,Flat,PKR70 Thousand,"Askari, Lahore, Punjab",4,10 Marla,3
5605,Flat,PKR30 Thousand,"Cavalry Ground, Lahore, Punjab",1,3 Marla,1
5606,Flat,PKR70 Thousand,"Askari, Lahore, Punjab",4,10 Marla,3
5607,Lower Portion,PKR70 Thousand,"Wapda Town, Lahore, Punjab",2,10 Marla,2
5608,Upper Portion,PKR26 Thousand,"Cantt, Lahore, Punjab",2,10 Marla,2
5609,House,PKR72 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
5610,House,PKR1.3 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5611,House,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5612,Upper Portion,PKR72 Thousand,"Bahria Town, Lahore, Punjab",2,5 Marla,2
5613,Lower Portion,PKR85 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,2
5614,House,PKR7 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,6
5615,House,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,4
5616,House,PKR1.15 Lakh,"Wapda Town, Lahore, Punjab",6,1 Kanal,5
5617,House,PKR2.55 Lakh,"DHA Defence, Lahore, Punjab",-,1 Kanal,-
5618,Lower Portion,PKR1.7 Lakh,"DHA Defence, Lahore, Punjab",2,10 Marla,2
5619,House,PKR1.25 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
5620,Upper Portion,PKR70 Thousand,"PCSIR Staff Colony, Lahore, Punjab",3,1 Kanal,3
5621,House,PKR60 Thousand,"Paragon City, Lahore, Punjab",4,5 Marla,3
5622,House,PKR60 Thousand,"Paragon City, Lahore, Punjab",4,5 Marla,3
5623,House,PKR1 Lakh,"Paragon City, Lahore, Punjab",6,10 Marla,5
5624,House,PKR70 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
5625,Upper Portion,PKR1.65 Lakh,"DHA Defence, Lahore, Punjab",3,2 Kanal,3
5626,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5627,House,PKR70 Thousand,"Punjab University Employees Society, Lahore, Punjab",5,5 Marla,4
5628,House,PKR60 Thousand,"Township, Lahore, Punjab",4,5 Marla,4
5629,House,PKR2 Lakh,"Gulberg, Lahore, Punjab",-,1 Kanal,-
5630,House,PKR65 Thousand,"Park View City, Lahore, Punjab",3,5 Marla,3
5631,Upper Portion,PKR45 Thousand,"Wapda Town, Lahore, Punjab",-,10 Marla,-
5632,Flat,PKR98 Thousand,"Askari, Lahore, Punjab",3,11 Marla,3
5633,House,PKR1 Lakh,"Wapda Town, Lahore, Punjab",-,10 Marla,-
5634,House,PKR65 Thousand,"Bahria Town, Lahore, Punjab",3,5 Marla,3
5635,Flat,PKR40 Thousand,"Bahria Town, Lahore, Punjab",1,3 Marla,2
5636,Flat,PKR50 Thousand,"Bahria Town, Lahore, Punjab",-,2.6 Marla,-
5637,Upper Portion,PKR75 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
5638,Upper Portion,PKR45 Thousand,"IEP Engineers Town, Lahore, Punjab",2,1 Kanal,2
5639,Lower Portion,PKR35 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,2
5640,House,PKR1.05 Lakh,"Johar Town, Lahore, Punjab",-,10 Marla,-
5641,House,PKR2.12 Lakh,"DHA Defence, Lahore, Punjab",6,14 Marla,6
5642,House,PKR1.2 Lakh,"Bahria Town, Lahore, Punjab",7,10 Marla,5
5643,Flat,PKR67 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
5644,Upper Portion,PKR45 Thousand,"Paragon City, Lahore, Punjab",3,10 Marla,2
5645,Lower Portion,PKR60 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5646,Lower Portion,PKR55 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,2
5647,House,PKR1.2 Lakh,"Bahria Town, Lahore, Punjab",7,10 Marla,5
5648,House,PKR2.75 Lakh,"Johar Town, Lahore, Punjab",6,1 Kanal,6
5649,Lower Portion,PKR33 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,1
5650,House,PKR2.1 Lakh,"Bahria Town, Lahore, Punjab",6,10 Marla,5
5651,Flat,PKR67 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
5652,Flat,PKR70 Thousand,"Askari, Lahore, Punjab",5,12 Marla,4
5653,House,PKR57 Thousand,"DHA 11 Rahbar, Lahore, Punjab",4,5 Marla,3
5654,Lower Portion,PKR95 Thousand,"EME Society, Lahore, Punjab",2,1 Kanal,2
5655,House,PKR2.3 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
5656,House,PKR65 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
5657,House,PKR65 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
5658,House,PKR60 Thousand,"Pak Arab Housing Society, Lahore, Punjab",5,5 Marla,6
5659,House,PKR48 Thousand,"Military Accounts Housing Society, Lahore, Punjab",4,4 Marla,3
5660,Lower Portion,PKR60 Thousand,"Bahria Town, Lahore, Punjab",2,10 Marla,2
5661,House,PKR70 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
5662,Upper Portion,PKR35 Thousand,"Bahria Orchard, Lahore, Punjab",-,8 Marla,3
5663,House,PKR55 Thousand,"Bahria Orchard, Lahore, Punjab",4,5 Marla,3
5664,Lower Portion,PKR1 Lakh,"DHA Defence, Lahore, Punjab",2,1 Kanal,2
5665,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,7
5666,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
5667,Lower Portion,PKR50 Thousand,"Bahria Town, Lahore, Punjab",2,10 Marla,2
5668,House,PKR3.25 Lakh,"EME Society, Lahore, Punjab",6,1.6 Kanal,6
5669,House,PKR70 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
5670,Lower Portion,PKR52 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,10 Marla,2
5671,Lower Portion,PKR30 Thousand,"Old Muslim Town, Lahore, Punjab",1,4 Marla,2
5672,House,PKR50 Thousand,"DHA Defence, Lahore, Punjab",2,10 Marla,2
